date,machine_no,model,diff,spins,big,reg,event_tag,,
2025/7/15,736,ファンキージャグラー,"2,600","5,560",28,21,ディグロス,0,0
2025/7/15,737,ファンキージャグラー,"-1,000","1,822",3,3,ディグロス,0,0
2025/7/15,738,ファンキージャグラー,-100,"4,279",16,12,ディグロス,0,0
2025/7/15,739,ファンキージャグラー,600,"3,992",16,12,ディグロス,0,0
2025/7/15,740,ファンキージャグラー,-500,"3,970",12,12,ディグロス,0,0
2025/7/15,741,ファンキージャグラー,-100,"2,155",9,2,ディグロス,0,0
2025/7/15,742,ファンキージャグラー,900,"5,286",23,16,ディグロス,0,0
2025/7/15,743,ファンキージャグラー,200,"6,023",24,12,ディグロス,0,0
2025/7/15,744,ファンキージャグラー,-300,"2,013",7,3,ディグロス,0,0
2025/7/15,781,ジャグラーガールズ,200,757,4,2,ディグロス,0,0
2025/7/15,782,ジャグラーガールズ,-300,"2,145",7,5,ディグロス,0,0
2025/7/15,783,ジャグラーガールズ,-800,884,1,1,ディグロス,0,0
2025/7/15,784,ジャグラーガールズ,-200,"3,852",14,8,ディグロス,0,0
2025/7/15,785,ジャグラーガールズ,-500,"4,546",15,13,ディグロス,0,0
2025/7/15,786,ジャグラーガールズ,-900,"1,822",4,5,ディグロス,0,0
2025/7/15,787,ウルトラミラクルジャグラー,-300,"3,862",13,7,ディグロス,0,0
2025/7/15,788,ウルトラミラクルジャグラー,"-1,400","2,065",5,1,ディグロス,0,0
2025/7/15,789,ウルトラミラクルジャグラー,-800,"2,301",6,5,ディグロス,0,0
2025/7/15,790,ウルトラミラクルジャグラー,-700,"4,935",16,15,ディグロス,0,0
2025/7/15,777,ミスタージャグラー,-800,"1,373",2,4,ディグロス,0,0
2025/7/15,778,ミスタージャグラー,"4,100","6,951",31,44,ディグロス,0,0
2025/7/15,779,ミスタージャグラー,0,"4,875",14,18,ディグロス,0,0
2025/7/15,780,ミスタージャグラー,0,"5,828",19,23,ディグロス,0,0
2025/7/16,798,マイジャグラーV,-800,"6,021",18,21,キャッチザオール,0,0
2025/7/16,799,マイジャグラーV,-900,"1,254",2,1,キャッチザオール,0,0
2025/7/16,800,マイジャグラーV,900,"5,900",26,19,キャッチザオール,0,0
2025/7/16,801,マイジャグラーV,-200,"3,139",12,6,キャッチザオール,0,0
2025/7/16,802,マイジャグラーV,-300,"3,871",16,8,キャッチザオール,0,0
2025/7/16,803,マイジャグラーV,-700,"2,268",6,3,キャッチザオール,0,0
2025/7/16,804,マイジャグラーV,-200,"4,674",17,14,キャッチザオール,0,0
2025/7/16,805,マイジャグラーV,800,"3,664",17,10,キャッチザオール,0,0
2025/7/16,806,マイジャグラーV,300,"4,947",16,20,キャッチザオール,0,0
2025/7/16,807,マイジャグラーV,-100,"4,523",16,12,キャッチザオール,0,0
2025/7/16,808,マイジャグラーV,-600,"3,987",13,10,キャッチザオール,0,0
2025/7/16,809,マイジャグラーV,"1,000","6,664",29,22,キャッチザオール,0,0
2025/7/16,810,マイジャグラーV,-600,"5,619",20,12,キャッチザオール,0,0
2025/7/16,811,マイジャグラーV,-500,"6,821",20,29,キャッチザオール,0,0
2025/7/16,812,マイジャグラーV,700,"6,234",23,25,キャッチザオール,0,0
2025/7/16,813,マイジャグラーV,200,"1,825",9,3,キャッチザオール,0,0
2025/7/16,814,マイジャグラーV,200,"5,524",23,11,キャッチザオール,0,0
2025/7/16,815,マイジャグラーV,"1,000","4,958",23,17,キャッチザオール,0,0
2025/7/16,816,マイジャグラーV,-300,"4,246",13,13,キャッチザオール,0,0
2025/7/16,817,マイジャグラーV,300,"2,505",10,9,キャッチザオール,0,0
2025/7/16,818,マイジャグラーV,"1,600","5,980",29,20,キャッチザオール,0,0
2025/7/16,819,マイジャグラーV,0,"5,352",19,17,キャッチザオール,0,0
2025/7/16,820,マイジャグラーV,-300,"1,768",6,2,キャッチザオール,0,0
2025/7/16,821,マイジャグラーV,500,"3,819",16,8,キャッチザオール,0,0
2025/7/16,822,マイジャグラーV,"-1,100","1,700",2,3,キャッチザオール,0,0
2025/7/16,823,マイジャグラーV,-300,"2,830",9,5,キャッチザオール,0,0
2025/7/16,791,アイムジャグラーEX,-900,"2,576",6,6,キャッチザオール,0,0
2025/7/16,792,アイムジャグラーEX,0,"2,044",8,3,キャッチザオール,0,0
2025/7/16,793,アイムジャグラーEX,-600,"2,105",5,6,キャッチザオール,0,0
2025/7/16,794,アイムジャグラーEX,"-1,000","3,826",8,16,キャッチザオール,0,0
2025/7/16,795,アイムジャグラーEX,"2,600","5,617",29,22,キャッチザオール,0,0
2025/7/16,796,アイムジャグラーEX,200,"2,853",11,8,キャッチザオール,0,0
2025/7/16,797,アイムジャグラーEX,"-1,100","1,373",1,3,キャッチザオール,0,0
2025/7/16,824,アイムジャグラーEX,"1,300","5,706",26,20,キャッチザオール,0,0
2025/7/16,825,アイムジャグラーEX,-200,627,2,0,キャッチザオール,0,0
2025/7/16,826,アイムジャグラーEX,"2,300","5,629",27,22,キャッチザオール,0,0
2025/7/16,827,アイムジャグラーEX,-500,"1,363",4,1,キャッチザオール,0,0
2025/7/16,828,アイムジャグラーEX,400,"2,294",10,4,キャッチザオール,0,0
2025/7/16,829,アイムジャグラーEX,-100,"3,932",14,12,キャッチザオール,0,0
2025/7/16,830,アイムジャグラーEX,-400,"2,384",9,5,キャッチザオール,0,0
2025/7/16,745,ゴーゴージャグラー3,900,"4,928",19,25,キャッチザオール,0,0
2025/7/16,746,ゴーゴージャグラー3,200,"3,086",16,6,キャッチザオール,0,0
2025/7/16,747,ゴーゴージャグラー3,400,"8,554",34,30,キャッチザオール,0,0
2025/7/16,748,ゴーゴージャグラー3,-500,"2,815",8,10,キャッチザオール,0,0
2025/7/16,749,ゴーゴージャグラー3,-700,"3,745",14,11,キャッチザオール,0,0
2025/7/16,750,ゴーゴージャグラー3,"-1,400","5,011",14,16,キャッチザオール,0,0
2025/7/16,771,ゴーゴージャグラー3,"1,700","4,162",25,8,キャッチザオール,0,0
2025/7/16,772,ゴーゴージャグラー3,-600,"2,955",11,5,キャッチザオール,0,0
2025/7/16,773,ゴーゴージャグラー3,"-1,300","4,853",15,16,キャッチザオール,0,0
2025/7/16,774,ゴーゴージャグラー3,-500,"1,427",4,3,キャッチザオール,0,0
2025/7/16,775,ゴーゴージャグラー3,"-1,000","3,476",11,9,キャッチザオール,0,0
2025/7/16,776,ゴーゴージャグラー3,-500,"2,446",7,7,キャッチザオール,0,0
2025/7/16,735,ファンキージャグラー,200,"5,150",20,16,キャッチザオール,0,0
2025/7/16,736,ファンキージャグラー,-300,"3,193",12,7,キャッチザオール,0,0
2025/7/16,737,ファンキージャグラー,"-1,300","4,170",11,11,キャッチザオール,0,0
2025/7/16,738,ファンキージャグラー,"1,200","5,126",23,17,キャッチザオール,0,0
2025/7/16,739,ファンキージャグラー,-500,"1,981",6,5,キャッチザオール,0,0
2025/7/16,740,ファンキージャグラー,-300,"2,694",9,6,キャッチザオール,0,0
2025/7/16,741,ファンキージャグラー,-200,"1,545",6,2,キャッチザオール,0,0
2025/7/16,742,ファンキージャグラー,-400,"4,896",16,19,キャッチザオール,0,0
2025/7/16,743,ファンキージャグラー,-100,"1,812",8,1,キャッチザオール,0,0
2025/7/16,744,ファンキージャグラー,-100,"2,710",12,2,キャッチザオール,0,0
2025/7/16,781,ジャグラーガールズ,"2,800","6,904",37,21,キャッチザオール,0,0
2025/7/16,782,ジャグラーガールズ,-300,874,3,0,キャッチザオール,0,0
2025/7/16,783,ジャグラーガールズ,"1,200","4,674",22,11,キャッチザオール,0,0
2025/7/16,784,ジャグラーガールズ,-600,"1,858",4,7,キャッチザオール,0,0
2025/7/16,785,ジャグラーガールズ,900,"4,777",21,15,キャッチザオール,0,0
2025/7/16,786,ジャグラーガールズ,-300,"1,699",5,4,キャッチザオール,0,0
2025/7/16,787,ウルトラミラクルジャグラー,-600,"3,817",12,11,キャッチザオール,0,0
2025/7/16,788,ウルトラミラクルジャグラー,-600,"1,353",2,5,キャッチザオール,0,0
2025/7/16,789,ウルトラミラクルジャグラー,"1,600","7,600",39,16,キャッチザオール,0,0
2025/7/16,790,ウルトラミラクルジャグラー,200,"1,866",9,6,キャッチザオール,0,0
2025/7/16,777,ミスタージャグラー,100,"3,275",14,10,キャッチザオール,0,0
2025/7/16,778,ミスタージャグラー,200,"1,938",8,8,キャッチザオール,0,0
2025/7/16,779,ミスタージャグラー,400,"2,595",12,8,キャッチザオール,0,0
2025/7/16,780,ミスタージャグラー,-500,972,2,2,キャッチザオール,0,0
2025/7/17,798,マイジャグラーV,"-1,200","1,629",2,2,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,799,マイジャグラーV,"1,000","6,021",28,15,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,800,マイジャグラーV,-800,"2,602",7,5,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,801,マイジャグラーV,"-1,700","4,986",11,12,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,802,マイジャグラーV,"-1,700","2,840",5,6,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,803,マイジャグラーV,-500,"5,397",13,22,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,804,マイジャグラーV,"1,600","6,582",28,22,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,805,マイジャグラーV,"2,200","9,246",37,38,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,806,マイジャグラーV,-600,"4,356",16,10,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,807,マイジャグラーV,0,"4,172",15,11,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,808,マイジャグラーV,-400,"5,336",19,11,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,809,マイジャグラーV,-300,"4,539",15,14,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,810,マイジャグラーV,800,"6,267",26,19,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,811,マイジャグラーV,"-1,000","5,601",17,13,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,812,マイジャグラーV,-900,"3,525",11,5,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,813,マイジャグラーV,"-1,500","6,888",21,19,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,814,マイジャグラーV,200,"3,866",15,8,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,815,マイジャグラーV,600,"6,214",26,17,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,816,マイジャグラーV,"-1,000","6,348",19,18,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,817,マイジャグラーV,"2,300","7,327",32,27,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,818,マイジャグラーV,-500,"5,748",18,18,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,819,マイジャグラーV,-500,"6,056",22,17,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,820,マイジャグラーV,500,"5,369",24,15,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,821,マイジャグラーV,"2,000","5,064",26,17,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,822,マイジャグラーV,800,"6,137",26,18,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,823,マイジャグラーV,200,"4,439",18,12,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,791,アイムジャグラーEX,-500,"3,402",12,9,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,792,アイムジャグラーEX,"-1,300","5,794",19,14,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,793,アイムジャグラーEX,"-1,200","4,445",16,5,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,794,アイムジャグラーEX,-600,"3,468",11,7,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,795,アイムジャグラーEX,"-1,000","2,681",8,4,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,796,アイムジャグラーEX,"-1,600","5,960",14,22,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,797,アイムジャグラーEX,-300,"4,917",19,10,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,824,アイムジャグラーEX,"-1,000","4,708",13,13,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,825,アイムジャグラーEX,-600,"6,347",22,18,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,826,アイムジャグラーEX,-900,"3,244",10,7,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,827,アイムジャグラーEX,-200,"5,079",17,17,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,828,アイムジャグラーEX,"2,000","5,753",28,14,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,829,アイムジャグラーEX,"-1,300","4,459",12,11,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,830,アイムジャグラーEX,200,"4,769",17,13,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,745,ゴーゴージャグラー3,-700,"1,920",5,4,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,746,ゴーゴージャグラー3,500,"5,665",25,14,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,747,ゴーゴージャグラー3,-600,"5,108",17,19,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,748,ゴーゴージャグラー3,500,"5,794",26,17,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,749,ゴーゴージャグラー3,-700,"4,752",17,12,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,750,ゴーゴージャグラー3,-500,"6,113",23,17,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,771,ゴーゴージャグラー3,"1,400","6,025",29,17,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,772,ゴーゴージャグラー3,-700,"2,917",9,7,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,773,ゴーゴージャグラー3,"-1,100","2,313",5,4,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,774,ゴーゴージャグラー3,700,"6,515",29,20,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,775,ゴーゴージャグラー3,800,"7,672",29,34,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,776,ゴーゴージャグラー3,"1,400","5,641",29,14,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,735,ファンキージャグラー,"1,300","6,499",32,16,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,736,ファンキージャグラー,-100,"1,654",6,3,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,737,ファンキージャグラー,400,"4,845",20,13,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,738,ファンキージャグラー,-400,"2,242",8,5,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,739,ファンキージャグラー,-100,"3,499",14,6,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,740,ファンキージャグラー,-900,"2,843",7,9,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,741,ファンキージャグラー,-900,"7,704",25,23,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,742,ファンキージャグラー,-200,"2,669",10,4,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,743,ファンキージャグラー,"2,700","6,135",33,20,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,744,ファンキージャグラー,"-1,300","2,842",7,2,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,781,ジャグラーガールズ,"-1,000","2,305",5,4,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,782,ジャグラーガールズ,-600,"2,552",9,3,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,783,ジャグラーガールズ,200,"5,013",20,16,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,784,ジャグラーガールズ,-500,"2,339",6,8,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,785,ジャグラーガールズ,-300,"1,841",6,5,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,786,ジャグラーガールズ,300,"6,438",27,16,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,787,ウルトラミラクルジャグラー,"-1,300","4,054",11,6,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,788,ウルトラミラクルジャグラー,-400,"6,131",24,13,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,789,ウルトラミラクルジャグラー,-500,"7,159",27,18,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,790,ウルトラミラクルジャグラー,"-1,100","2,675",6,5,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,777,ミスタージャグラー,"-1,300","7,410",21,19,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,778,ミスタージャグラー,-800,"1,768",4,5,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,779,ミスタージャグラー,100,"1,966",9,3,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/17,780,ミスタージャグラー,"4,800","7,511",48,26,７のつく日,ニャンバーセブン,乾坤一擲Girls
2025/7/18,798,マイジャグラーV,100,"3,907",17,7,0,0,0
2025/7/18,799,マイジャグラーV,0,"5,593",20,19,0,0,0
2025/7/18,800,マイジャグラーV,"-1,100","3,247",8,10,0,0,0
2025/7/18,801,マイジャグラーV,-200,"4,164",16,8,0,0,0
2025/7/18,802,マイジャグラーV,-400,"3,389",12,9,0,0,0
2025/7/18,803,マイジャグラーV,600,"5,054",20,18,0,0,0
2025/7/18,804,マイジャグラーV,0,"1,938",8,7,0,0,0
2025/7/18,805,マイジャグラーV,"-1,300","2,592",5,6,0,0,0
2025/7/18,806,マイジャグラーV,-300,"2,960",10,8,0,0,0
2025/7/18,807,マイジャグラーV,-500,"1,558",4,3,0,0,0
2025/7/18,808,マイジャグラーV,"-1,200","5,989",15,24,0,0,0
2025/7/18,809,マイジャグラーV,-600,"3,785",13,9,0,0,0
2025/7/18,810,マイジャグラーV,"1,700","4,062",20,15,0,0,0
2025/7/18,811,マイジャグラーV,-500,"4,624",12,20,0,0,0
2025/7/18,812,マイジャグラーV,-800,"4,772",14,16,0,0,0
2025/7/18,813,マイジャグラーV,"-1,200","2,322",5,5,0,0,0
2025/7/18,814,マイジャグラーV,200,"4,906",18,17,0,0,0
2025/7/18,815,マイジャグラーV,-700,"5,967",18,22,0,0,0
2025/7/18,816,マイジャグラーV,"-1,400","2,365",5,2,0,0,0
2025/7/18,817,マイジャグラーV,"-1,100","2,746",6,9,0,0,0
2025/7/18,818,マイジャグラーV,-600,"1,972",6,2,0,0,0
2025/7/18,819,マイジャグラーV,-400,"3,484",10,8,0,0,0
2025/7/18,820,マイジャグラーV,0,"3,602",14,10,0,0,0
2025/7/18,821,マイジャグラーV,-300,"2,363",9,5,0,0,0
2025/7/18,822,マイジャグラーV,-600,"1,604",4,4,0,0,0
2025/7/18,823,マイジャグラーV,0,"6,557",23,21,0,0,0
2025/7/18,791,アイムジャグラーEX,-400,"1,325",3,4,0,0,0
2025/7/18,792,アイムジャグラーEX,-100,"1,263",5,1,0,0,0
2025/7/18,793,アイムジャグラーEX,"1,000","2,654",13,10,0,0,0
2025/7/18,794,アイムジャグラーEX,-900,"2,337",5,6,0,0,0
2025/7/18,795,アイムジャグラーEX,-700,"1,130",2,1,0,0,0
2025/7/18,796,アイムジャグラーEX,-600,"2,092",6,4,0,0,0
2025/7/18,797,アイムジャグラーEX,-300,"1,623",6,3,0,0,0
2025/7/18,824,アイムジャグラーEX,-300,"1,765",5,3,0,0,0
2025/7/18,825,アイムジャグラーEX,"-1,500","2,901",5,7,0,0,0
2025/7/18,826,アイムジャグラーEX,-700,"1,220",2,3,0,0,0
2025/7/18,827,アイムジャグラーEX,-100,"3,075",11,8,0,0,0
2025/7/18,828,アイムジャグラーEX,-200,"3,106",11,9,0,0,0
2025/7/18,829,アイムジャグラーEX,-500,"1,276",2,3,0,0,0
2025/7/18,830,アイムジャグラーEX,600,"2,536",13,5,0,0,0
2025/7/18,745,ゴーゴージャグラー3,-400,470,0,1,0,0,0
2025/7/18,746,ゴーゴージャグラー3,"1,500","3,885",21,12,0,0,0
2025/7/18,747,ゴーゴージャグラー3,"1,500","4,311",23,16,0,0,0
2025/7/18,748,ゴーゴージャグラー3,-700,"2,247",7,5,0,0,0
2025/7/18,749,ゴーゴージャグラー3,"2,000","7,654",35,33,0,0,0
2025/7/18,750,ゴーゴージャグラー3,-100,"3,183",11,11,0,0,0
2025/7/18,771,ゴーゴージャグラー3,-700,828,0,3,0,0,0
2025/7/18,772,ゴーゴージャグラー3,"1,300","5,213",26,18,0,0,0
2025/7/18,773,ゴーゴージャグラー3,-100,"1,016",2,7,0,0,0
2025/7/18,774,ゴーゴージャグラー3,-500,"3,334",11,11,0,0,0
2025/7/18,775,ゴーゴージャグラー3,-600,568,0,2,0,0,0
2025/7/18,776,ゴーゴージャグラー3,-100,"1,532",6,5,0,0,0
2025/7/18,735,ファンキージャグラー,-600,"2,653",10,1,0,0,0
2025/7/18,736,ファンキージャグラー,-800,"1,674",3,2,0,0,0
2025/7/18,737,ファンキージャグラー,"2,000","5,543",29,14,0,0,0
2025/7/18,738,ファンキージャグラー,-500,"2,371",7,7,0,0,0
2025/7/18,739,ファンキージャグラー,-100,"2,561",11,4,0,0,0
2025/7/18,740,ファンキージャグラー,-900,"1,923",4,3,0,0,0
2025/7/18,741,ファンキージャグラー,"1,300","5,602",25,18,0,0,0
2025/7/18,742,ファンキージャグラー,-500,"1,092",3,1,0,0,0
2025/7/18,743,ファンキージャグラー,-400,"4,545",16,13,0,0,0
2025/7/18,744,ファンキージャグラー,600,"5,022",23,10,0,0,0
2025/7/18,781,ジャグラーガールズ,-500,526,0,0,0,0,0
2025/7/18,782,ジャグラーガールズ,400,"4,473",19,11,0,0,0
2025/7/18,783,ジャグラーガールズ,200,"2,374",8,13,0,0,0
2025/7/18,784,ジャグラーガールズ,-400,778,1,1,0,0,0
2025/7/18,785,ジャグラーガールズ,-900,"1,932",4,5,0,0,0
2025/7/18,786,ジャグラーガールズ,-300,"2,275",8,4,0,0,0
2025/7/18,787,ウルトラミラクルジャグラー,0,"1,405",6,2,0,0,0
2025/7/18,788,ウルトラミラクルジャグラー,-800,"1,156",2,1,0,0,0
2025/7/18,789,ウルトラミラクルジャグラー,-400,"3,492",14,5,0,0,0
2025/7/18,790,ウルトラミラクルジャグラー,-200,"3,253",13,4,0,0,0
2025/7/18,777,ミスタージャグラー,-500,843,2,0,0,0,0
2025/7/18,778,ミスタージャグラー,500,"5,728",23,19,0,0,0
2025/7/18,779,ミスタージャグラー,0,"1,826",7,5,0,0,0
2025/7/18,780,ミスタージャグラー,-300,"1,119",3,2,0,0,0
2025/7/19,798,マイジャグラーV,"1,900","8,249",36,30,ディグロス,0,0
2025/7/19,799,マイジャグラーV,"-1,200","2,605",5,6,ディグロス,0,0
2025/7/19,800,マイジャグラーV,-200,"4,264",15,8,ディグロス,0,0
2025/7/19,801,マイジャグラーV,-800,"6,378",20,20,ディグロス,0,0
2025/7/19,802,マイジャグラーV,-600,"4,969",17,13,ディグロス,0,0
2025/7/19,803,マイジャグラーV,"-1,900","3,458",6,6,ディグロス,0,0
2025/7/19,804,マイジャグラーV,-100,"4,473",18,9,ディグロス,0,0
2025/7/19,805,マイジャグラーV,-100,"6,071",19,25,ディグロス,0,0
2025/7/19,806,マイジャグラーV,"-1,100","3,774",11,8,ディグロス,0,0
2025/7/19,807,マイジャグラーV,200,"6,542",24,22,ディグロス,0,0
2025/7/19,808,マイジャグラーV,-200,"6,792",29,13,ディグロス,0,0
2025/7/19,809,マイジャグラーV,100,"5,386",21,13,ディグロス,0,0
2025/7/19,810,マイジャグラーV,-800,"5,595",21,8,ディグロス,0,0
2025/7/19,811,マイジャグラーV,"-1,000","6,197",19,19,ディグロス,0,0
2025/7/19,812,マイジャグラーV,"-1,600","3,862",8,7,ディグロス,0,0
2025/7/19,813,マイジャグラーV,"-1,900","4,371",8,11,ディグロス,0,0
2025/7/19,814,マイジャグラーV,"-1,800","3,228",8,3,ディグロス,0,0
2025/7/19,815,マイジャグラーV,"-2,300","2,991",2,7,ディグロス,0,0
2025/7/19,816,マイジャグラーV,0,"6,487",23,22,ディグロス,0,0
2025/7/19,817,マイジャグラーV,0,"5,248",21,13,ディグロス,0,0
2025/7/19,818,マイジャグラーV,"1,400","6,562",23,37,ディグロス,0,0
2025/7/19,819,マイジャグラーV,-100,"6,392",23,18,ディグロス,0,0
2025/7/19,820,マイジャグラーV,"-1,100","4,706",13,11,ディグロス,0,0
2025/7/19,821,マイジャグラーV,-700,"2,694",8,4,ディグロス,0,0
2025/7/19,822,マイジャグラーV,"2,900","6,639",34,25,ディグロス,0,0
2025/7/19,823,マイジャグラーV,200,"3,547",17,8,ディグロス,0,0
2025/7/19,791,アイムジャグラーEX,-100,"5,393",20,10,ディグロス,0,0
2025/7/19,792,アイムジャグラーEX,-900,"2,809",9,4,ディグロス,0,0
2025/7/19,793,アイムジャグラーEX,"-1,600","4,939",11,15,ディグロス,0,0
2025/7/19,794,アイムジャグラーEX,-600,"4,634",16,13,ディグロス,0,0
2025/7/19,795,アイムジャグラーEX,400,"3,433",15,7,ディグロス,0,0
2025/7/19,796,アイムジャグラーEX,"1,000","6,464",26,20,ディグロス,0,0
2025/7/19,797,アイムジャグラーEX,-700,"2,054",4,6,ディグロス,0,0
2025/7/19,824,アイムジャグラーEX,-900,"1,306",3,1,ディグロス,0,0
2025/7/19,825,アイムジャグラーEX,"1,200","5,894",28,12,ディグロス,0,0
2025/7/19,826,アイムジャグラーEX,500,"3,763",15,11,ディグロス,0,0
2025/7/19,827,アイムジャグラーEX,-900,"3,537",10,8,ディグロス,0,0
2025/7/19,828,アイムジャグラーEX,-300,"3,518",12,10,ディグロス,0,0
2025/7/19,829,アイムジャグラーEX,200,"3,471",15,7,ディグロス,0,0
2025/7/19,830,アイムジャグラーEX,-700,"4,140",13,11,ディグロス,0,0
2025/7/19,745,ゴーゴージャグラー3,-700,"3,642",12,7,ディグロス,0,0
2025/7/19,746,ゴーゴージャグラー3,-600,"6,279",22,21,ディグロス,0,0
2025/7/19,747,ゴーゴージャグラー3,"-1,400","4,977",14,16,ディグロス,0,0
2025/7/19,748,ゴーゴージャグラー3,0,"6,186",25,22,ディグロス,0,0
2025/7/19,749,ゴーゴージャグラー3,"-1,000","3,863",13,7,ディグロス,0,0
2025/7/19,750,ゴーゴージャグラー3,"-1,600","6,083",18,17,ディグロス,0,0
2025/7/19,771,ゴーゴージャグラー3,200,"6,486",25,21,ディグロス,0,0
2025/7/19,772,ゴーゴージャグラー3,-500,"4,349",15,13,ディグロス,0,0
2025/7/19,773,ゴーゴージャグラー3,200,"3,818",15,12,ディグロス,0,0
2025/7/19,774,ゴーゴージャグラー3,-700,"3,555",13,7,ディグロス,0,0
2025/7/19,775,ゴーゴージャグラー3,-100,"2,667",9,8,ディグロス,0,0
2025/7/19,776,ゴーゴージャグラー3,-100,"5,853",21,20,ディグロス,0,0
2025/7/19,735,ファンキージャグラー,"1,000","4,745",22,11,ディグロス,0,0
2025/7/19,736,ファンキージャグラー,400,"4,663",21,11,ディグロス,0,0
2025/7/19,737,ファンキージャグラー,-300,"5,328",20,14,ディグロス,0,0
2025/7/19,738,ファンキージャグラー,"-1,500","2,464",5,3,ディグロス,0,0
