date,machine_no,model,diff,spins,big,reg,event_tag,,
2025/4/29,796,アイムジャグラーEX,"-1,200","4,096",10,12,0,0,0
2025/4/29,797,アイムジャグラーEX,700,"5,703",25,14,0,0,0
2025/4/29,824,アイムジャグラーEX,900,"4,715",21,14,0,0,0
2025/4/29,825,アイムジャグラーEX,0,"4,255",18,9,0,0,0
2025/4/29,826,アイムジャグラーEX,"1,800","6,124",30,19,0,0,0
2025/4/29,827,アイムジャグラーEX,"-1,700","1,927",2,2,0,0,0
2025/4/29,828,アイムジャグラーEX,0,"4,051",15,11,0,0,0
2025/4/29,829,アイムジャグラーEX,500,"6,080",24,18,0,0,0
2025/4/29,830,アイムジャグラーEX,"1,200","6,991",32,18,0,0,0
2025/4/29,745,ゴーゴージャグラー3,"1,800","6,205",32,24,0,0,0
2025/4/29,746,ゴーゴージャグラー3,-400,"4,866",15,17,0,0,0
2025/4/29,747,ゴーゴージャグラー3,-800,"7,625",24,23,0,0,0
2025/4/29,748,ゴーゴージャグラー3,"-2,600","3,807",6,11,0,0,0
2025/4/29,749,ゴーゴージャグラー3,"-1,000","7,018",23,23,0,0,0
2025/4/29,750,ゴーゴージャグラー3,-100,"5,402",23,13,0,0,0
2025/4/29,771,ゴーゴージャグラー3,200,"6,057",25,14,0,0,0
2025/4/29,772,ゴーゴージャグラー3,-900,"5,141",15,21,0,0,0
2025/4/29,773,ゴーゴージャグラー3,400,"4,260",21,6,0,0,0
2025/4/29,774,ゴーゴージャグラー3,300,"4,658",19,11,0,0,0
2025/4/29,775,ゴーゴージャグラー3,-300,"7,512",30,21,0,0,0
2025/4/29,776,ゴーゴージャグラー3,-800,"2,077",6,4,0,0,0
2025/4/29,735,ファンキージャグラー,"1,000","8,328",35,27,0,0,0
2025/4/29,736,ファンキージャグラー,-200,"3,391",13,11,0,0,0
2025/4/29,737,ファンキージャグラー,500,"4,987",25,5,0,0,0
2025/4/29,738,ファンキージャグラー,"-1,000","4,168",13,9,0,0,0
2025/4/29,739,ファンキージャグラー,"-1,700","4,600",15,6,0,0,0
2025/4/29,740,ファンキージャグラー,"1,400","5,734",27,17,0,0,0
2025/4/29,741,ファンキージャグラー,-700,"3,049",10,6,0,0,0
2025/4/29,742,ファンキージャグラー,"-1,500","2,399",4,5,0,0,0
2025/4/29,743,ファンキージャグラー,-400,"3,267",13,5,0,0,0
2025/4/29,744,ファンキージャグラー,100,"3,769",16,7,0,0,0
2025/4/29,781,ジャグラーガールズ,500,"4,987",21,14,0,0,0
2025/4/29,782,ジャグラーガールズ,"2,000","4,188",25,12,0,0,0
2025/4/29,783,ジャグラーガールズ,-900,"2,789",9,4,0,0,0
2025/4/29,784,ジャグラーガールズ,-300,"5,264",20,13,0,0,0
2025/4/29,785,ジャグラーガールズ,-300,"3,459",12,10,0,0,0
2025/4/29,786,ジャグラーガールズ,500,"2,671",12,7,0,0,0
2025/4/29,787,ウルトラミラクルジャグラー,-400,"2,270",8,2,0,0,0
2025/4/29,788,ウルトラミラクルジャグラー,400,"2,905",14,5,0,0,0
2025/4/29,789,ウルトラミラクルジャグラー,"1,700","7,997",40,16,0,0,0
2025/4/29,790,ウルトラミラクルジャグラー,100,"3,301",14,9,0,0,0
2025/4/29,777,ミスタージャグラー,-400,"4,998",18,14,0,0,0
2025/4/29,778,ミスタージャグラー,900,"4,570",22,13,0,0,0
2025/4/29,779,ミスタージャグラー,-100,"2,346",8,7,0,0,0
2025/4/29,780,ミスタージャグラー,-500,"2,961",11,4,0,0,0
2025/4/30,798,マイジャグラーV,"-1,600","2,449",3,6,0,0,0
2025/4/30,799,マイジャグラーV,-100,"2,414",10,4,0,0,0
2025/4/30,800,マイジャグラーV,"-1,100","5,397",16,9,0,0,0
2025/4/30,801,マイジャグラーV,-100,"5,076",18,14,0,0,0
2025/4/30,802,マイジャグラーV,-100,"6,147",22,19,0,0,0
2025/4/30,803,マイジャグラーV,900,"7,085",27,25,0,0,0
2025/4/30,804,マイジャグラーV,800,"8,256",31,31,0,0,0
2025/4/30,805,マイジャグラーV,-100,"3,110",12,7,0,0,0
2025/4/30,806,マイジャグラーV,"-1,100","2,832",7,6,0,0,0
2025/4/30,807,マイジャグラーV,"1,300","3,551",19,7,0,0,0
2025/4/30,808,マイジャグラーV,"-2,200","6,132",12,24,0,0,0
2025/4/30,809,マイジャグラーV,"1,400","5,027",27,13,0,0,0
2025/4/30,810,マイジャグラーV,-600,"7,007",24,19,0,0,0
2025/4/30,811,マイジャグラーV,"1,200","5,756",27,17,0,0,0
2025/4/30,812,マイジャグラーV,-500,"3,923",14,7,0,0,0
2025/4/30,813,マイジャグラーV,-200,"3,845",14,13,0,0,0
2025/4/30,814,マイジャグラーV,700,"4,675",21,16,0,0,0
2025/4/30,815,マイジャグラーV,-300,"3,414",12,8,0,0,0
2025/4/30,816,マイジャグラーV,-500,"2,097",8,1,0,0,0
2025/4/30,817,マイジャグラーV,-900,"2,610",4,11,0,0,0
2025/4/30,818,マイジャグラーV,900,"6,940",28,21,0,0,0
2025/4/30,819,マイジャグラーV,-800,"3,149",9,8,0,0,0
2025/4/30,820,マイジャグラーV,-300,"2,022",6,6,0,0,0
2025/4/30,821,マイジャグラーV,-500,"4,241",14,7,0,0,0
2025/4/30,822,マイジャグラーV,-100,"2,683",8,12,0,0,0
2025/4/30,823,マイジャグラーV,"2,100","7,067",34,20,0,0,0
2025/4/30,791,アイムジャグラーEX,"2,600","7,762",36,32,0,0,0
2025/4/30,792,アイムジャグラーEX,-400,"3,660",14,5,0,0,0
2025/4/30,793,アイムジャグラーEX,"-1,200","2,845",8,3,0,0,0
2025/4/30,794,アイムジャグラーEX,-200,"5,861",19,21,0,0,0
2025/4/30,795,アイムジャグラーEX,-400,"2,398",7,6,0,0,0
2025/4/30,796,アイムジャグラーEX,-900,"4,241",14,7,0,0,0
2025/4/30,797,アイムジャグラーEX,500,"6,581",27,16,0,0,0
2025/4/30,824,アイムジャグラーEX,-400,689,1,1,0,0,0
2025/4/30,825,アイムジャグラーEX,200,"7,554",31,15,0,0,0
2025/4/30,826,アイムジャグラーEX,700,"5,320",21,17,0,0,0
2025/4/30,827,アイムジャグラーEX,0,"4,023",15,9,0,0,0
2025/4/30,828,アイムジャグラーEX,500,"5,169",23,9,0,0,0
2025/4/30,829,アイムジャグラーEX,-700,797,1,0,0,0,0
2025/4/30,830,アイムジャグラーEX,-200,"6,069",23,15,0,0,0
2025/4/30,745,ゴーゴージャグラー3,300,"2,520",13,6,0,0,0
2025/4/30,746,ゴーゴージャグラー3,-900,"5,631",19,18,0,0,0
2025/4/30,747,ゴーゴージャグラー3,"-1,400","3,169",8,6,0,0,0
2025/4/30,748,ゴーゴージャグラー3,-300,"4,204",17,9,0,0,0
2025/4/30,749,ゴーゴージャグラー3,-200,"4,881",19,12,0,0,0
2025/4/30,750,ゴーゴージャグラー3,-500,"5,069",18,15,0,0,0
2025/4/30,771,ゴーゴージャグラー3,-700,"5,580",21,14,0,0,0
2025/4/30,772,ゴーゴージャグラー3,100,"2,217",11,4,0,0,0
2025/4/30,773,ゴーゴージャグラー3,"1,500","8,413",39,24,0,0,0
2025/4/30,774,ゴーゴージャグラー3,600,"4,424",20,14,0,0,0
2025/4/30,775,ゴーゴージャグラー3,-300,"3,094",12,6,0,0,0
2025/4/30,776,ゴーゴージャグラー3,400,"5,126",21,14,0,0,0
2025/4/30,735,ファンキージャグラー,-400,"3,357",11,10,0,0,0
2025/4/30,736,ファンキージャグラー,"1,100","6,845",28,20,0,0,0
2025/4/30,737,ファンキージャグラー,-500,"1,637",5,2,0,0,0
2025/4/30,738,ファンキージャグラー,900,"5,757",26,17,0,0,0
2025/4/30,739,ファンキージャグラー,-800,"5,779",19,18,0,0,0
2025/4/30,740,ファンキージャグラー,-700,"1,993",6,3,0,0,0
2025/4/30,741,ファンキージャグラー,-400,"3,459",9,15,0,0,0
2025/4/30,742,ファンキージャグラー,"1,500","3,808",23,6,0,0,0
2025/4/30,743,ファンキージャグラー,-200,"3,378",14,6,0,0,0
2025/4/30,744,ファンキージャグラー,"-2,200","5,837",15,14,0,0,0
2025/4/30,781,ジャグラーガールズ,"1,300","5,374",27,14,0,0,0
2025/4/30,782,ジャグラーガールズ,-300,913,3,0,0,0,0
2025/4/30,783,ジャグラーガールズ,800,"5,927",26,20,0,0,0
2025/4/30,784,ジャグラーガールズ,-200,"5,320",20,16,0,0,0
2025/4/30,785,ジャグラーガールズ,100,"3,628",16,7,0,0,0
2025/4/30,786,ジャグラーガールズ,-900,"1,521",3,2,0,0,0
2025/4/30,787,ウルトラミラクルジャグラー,800,"5,853",26,16,0,0,0
2025/4/30,788,ウルトラミラクルジャグラー,-100,"3,962",16,8,0,0,0
2025/4/30,789,ウルトラミラクルジャグラー,"1,300","4,794",22,16,0,0,0
2025/4/30,790,ウルトラミラクルジャグラー,-900,"3,235",10,8,0,0,0
2025/4/30,777,ミスタージャグラー,-800,"3,237",10,7,0,0,0
2025/4/30,778,ミスタージャグラー,-900,"6,527",19,25,0,0,0
2025/4/30,779,ミスタージャグラー,-100,"1,755",6,6,0,0,0
2025/4/30,780,ミスタージャグラー,-400,"4,448",17,8,0,0,0
2025/5/1,798,マイジャグラーV,300,"6,118",24,15,ニャンギラス,0,0
2025/5/1,799,マイジャグラーV,-500,"5,746",19,18,ニャンギラス,0,0
2025/5/1,800,マイジャグラーV,"-1,400","3,479",10,3,ニャンギラス,0,0
2025/5/1,801,マイジャグラーV,-200,"6,583",24,18,ニャンギラス,0,0
2025/5/1,802,マイジャグラーV,"1,000","5,170",25,10,ニャンギラス,0,0
2025/5/1,803,マイジャグラーV,"1,900","6,155",32,14,ニャンギラス,0,0
2025/5/1,804,マイジャグラーV,"-1,900","4,568",11,13,ニャンギラス,0,0
2025/5/1,805,マイジャグラーV,"-1,600","4,417",11,9,ニャンギラス,0,0
2025/5/1,806,マイジャグラーV,"-1,700","3,521",7,8,ニャンギラス,0,0
2025/5/1,807,マイジャグラーV,-800,"6,722",21,20,ニャンギラス,0,0
2025/5/1,808,マイジャグラーV,"2,400","8,657",41,24,ニャンギラス,0,0
2025/5/1,809,マイジャグラーV,100,"8,259",27,38,ニャンギラス,0,0
2025/5/1,810,マイジャグラーV,-300,"7,791",25,23,ニャンギラス,0,0
2025/5/1,811,マイジャグラーV,300,"7,225",28,19,ニャンギラス,0,0
2025/5/1,812,マイジャグラーV,"1,900","6,391",31,18,ニャンギラス,0,0
2025/5/1,813,マイジャグラーV,-200,"6,497",25,14,ニャンギラス,0,0
2025/5/1,814,マイジャグラーV,"-1,000","6,241",21,13,ニャンギラス,0,0
2025/5/1,815,マイジャグラーV,"1,400","7,296",32,21,ニャンギラス,0,0
2025/5/1,816,マイジャグラーV,"3,000","5,827",34,16,ニャンギラス,0,0
2025/5/1,817,マイジャグラーV,100,"5,494",25,10,ニャンギラス,0,0
2025/5/1,818,マイジャグラーV,-400,"4,022",16,8,ニャンギラス,0,0
2025/5/1,819,マイジャグラーV,100,"4,657",19,12,ニャンギラス,0,0
2025/5/1,820,マイジャグラーV,200,"7,670",28,19,ニャンギラス,0,0
2025/5/1,821,マイジャグラーV,600,"6,934",27,21,ニャンギラス,0,0
2025/5/1,822,マイジャグラーV,"-2,200","4,894",9,14,ニャンギラス,0,0
2025/5/1,823,マイジャグラーV,200,"3,845",17,6,ニャンギラス,0,0
2025/5/1,791,アイムジャグラーEX,-100,"5,604",22,12,ニャンギラス,0,0
2025/5/1,792,アイムジャグラーEX,-900,"6,192",19,16,ニャンギラス,0,0
2025/5/1,793,アイムジャグラーEX,0,"6,396",22,20,ニャンギラス,0,0
2025/5/1,794,アイムジャグラーEX,-300,"5,518",20,14,ニャンギラス,0,0
2025/5/1,795,アイムジャグラーEX,-400,"7,656",30,20,ニャンギラス,0,0
2025/5/1,796,アイムジャグラーEX,"1,500","7,266",30,31,ニャンギラス,0,0
2025/5/1,797,アイムジャグラーEX,-100,"7,107",26,24,ニャンギラス,0,0
2025/5/1,824,アイムジャグラーEX,"-1,000","3,724",11,9,ニャンギラス,0,0
2025/5/1,825,アイムジャグラーEX,-900,"1,966",5,1,ニャンギラス,0,0
2025/5/1,826,アイムジャグラーEX,400,"6,043",23,21,ニャンギラス,0,0
2025/5/1,827,アイムジャグラーEX,-700,"3,498",13,4,ニャンギラス,0,0
2025/5/1,828,アイムジャグラーEX,-100,"2,580",10,7,ニャンギラス,0,0
2025/5/1,829,アイムジャグラーEX,-400,"4,376",16,11,ニャンギラス,0,0
2025/5/1,830,アイムジャグラーEX,200,"5,271",22,11,ニャンギラス,0,0
2025/5/1,745,ゴーゴージャグラー3,-900,"4,733",16,13,ニャンギラス,0,0
2025/5/1,746,ゴーゴージャグラー3,600,"6,158",28,17,ニャンギラス,0,0
2025/5/1,747,ゴーゴージャグラー3,"-1,700","2,657",4,7,ニャンギラス,0,0
2025/5/1,748,ゴーゴージャグラー3,200,"6,361",28,15,ニャンギラス,0,0
2025/5/1,749,ゴーゴージャグラー3,100,"6,805",31,15,ニャンギラス,0,0
2025/5/1,750,ゴーゴージャグラー3,100,"6,006",24,12,ニャンギラス,0,0
2025/5/1,771,ゴーゴージャグラー3,"1,600","7,200",33,28,ニャンギラス,0,0
2025/5/1,772,ゴーゴージャグラー3,"-1,000","3,658",11,11,ニャンギラス,0,0
2025/5/1,773,ゴーゴージャグラー3,"-1,200","4,351",13,15,ニャンギラス,0,0
2025/5/1,774,ゴーゴージャグラー3,"-1,100","6,063",23,13,ニャンギラス,0,0
2025/5/1,775,ゴーゴージャグラー3,-200,"8,457",32,28,ニャンギラス,0,0
2025/5/1,776,ゴーゴージャグラー3,"-1,700","2,793",6,6,ニャンギラス,0,0
2025/5/1,735,ファンキージャグラー,"-1,300","3,793",9,11,ニャンギラス,0,0
2025/5/1,736,ファンキージャグラー,-400,"2,408",7,5,ニャンギラス,0,0
2025/5/1,737,ファンキージャグラー,200,"5,817",23,14,ニャンギラス,0,0
2025/5/1,738,ファンキージャグラー,"-1,100","3,144",8,4,ニャンギラス,0,0
2025/5/1,739,ファンキージャグラー,"-1,100","3,136",10,4,ニャンギラス,0,0
2025/5/1,740,ファンキージャグラー,"2,100","5,425",27,17,ニャンギラス,0,0
2025/5/1,741,ファンキージャグラー,200,"7,327",29,19,ニャンギラス,0,0
2025/5/1,742,ファンキージャグラー,"-1,100","2,097",4,3,ニャンギラス,0,0
2025/5/1,743,ファンキージャグラー,"1,200","6,014",25,22,ニャンギラス,0,0
2025/5/1,744,ファンキージャグラー,300,"6,811",28,20,ニャンギラス,0,0
2025/5/1,781,ジャグラーガールズ,"-1,100","3,252",10,3,ニャンギラス,0,0
2025/5/1,782,ジャグラーガールズ,-700,"2,801",8,7,ニャンギラス,0,0
2025/5/1,783,ジャグラーガールズ,-600,"3,688",12,9,ニャンギラス,0,0
2025/5/1,784,ジャグラーガールズ,-400,"2,933",9,9,ニャンギラス,0,0
2025/5/1,785,ジャグラーガールズ,-400,"4,082",14,9,ニャンギラス,0,0
2025/5/1,786,ジャグラーガールズ,"-1,500","3,539",8,5,ニャンギラス,0,0
2025/5/1,787,ウルトラミラクルジャグラー,0,"4,942",17,14,ニャンギラス,0,0
2025/5/1,788,ウルトラミラクルジャグラー,200,"6,976",24,26,ニャンギラス,0,0
2025/5/1,789,ウルトラミラクルジャグラー,"2,000","5,907",28,25,ニャンギラス,0,0
2025/5/1,790,ウルトラミラクルジャグラー,100,"4,494",19,13,ニャンギラス,0,0
2025/5/1,777,ミスタージャグラー,"-1,000","3,718",11,9,ニャンギラス,0,0
2025/5/1,778,ミスタージャグラー,"-1,000","3,127",9,7,ニャンギラス,0,0
2025/5/1,779,ミスタージャグラー,-600,"2,870",9,6,ニャンギラス,0,0
2025/5/1,780,ミスタージャグラー,0,"4,814",20,13,ニャンギラス,0,0
2025/5/2,798,マイジャグラーV,-900,"4,393",15,12,0,0,0
2025/5/2,799,マイジャグラーV,"-1,000","5,375",16,18,0,0,0
2025/5/2,800,マイジャグラーV,"-1,600","4,577",13,8,0,0,0
2025/5/2,801,マイジャグラーV,"-1,100","6,339",20,19,0,0,0
2025/5/2,802,マイジャグラーV,-100,"6,763",25,17,0,0,0
2025/5/2,803,マイジャグラーV,"-1,300","5,274",17,8,0,0,0
2025/5/2,804,マイジャグラーV,"-2,300","5,196",11,12,0,0,0
2025/5/2,805,マイジャグラーV,"-1,300","4,210",13,7,0,0,0
2025/5/2,806,マイジャグラーV,100,"5,986",26,12,0,0,0
2025/5/2,807,マイジャグラーV,-300,"4,504",18,8,0,0,0
2025/5/2,808,マイジャグラーV,"-1,300","5,488",17,11,0,0,0
2025/5/2,809,マイジャグラーV,"-1,000","4,345",14,9,0,0,0
2025/5/2,810,マイジャグラーV,"-1,100","6,640",24,13,0,0,0
2025/5/2,811,マイジャグラーV,-600,"6,764",25,15,0,0,0
2025/5/2,812,マイジャグラーV,-200,"3,007",12,7,0,0,0
2025/5/2,813,マイジャグラーV,"2,000","8,618",42,21,0,0,0
2025/5/2,814,マイジャグラーV,-700,"6,831",23,18,0,0,0
2025/5/2,815,マイジャグラーV,"-1,800","4,234",8,13,0,0,0
2025/5/2,816,マイジャグラーV,"-1,300","4,152",11,10,0,0,0
2025/5/2,817,マイジャグラーV,700,"7,059",28,22,0,0,0
2025/5/2,818,マイジャグラーV,"1,100","7,404",32,21,0,0,0
2025/5/2,819,マイジャグラーV,-400,"5,340",21,13,0,0,0
2025/5/2,820,マイジャグラーV,-600,"6,167",21,17,0,0,0
2025/5/2,821,マイジャグラーV,"-1,000","3,477",11,5,0,0,0
2025/5/2,822,マイジャグラーV,"1,400","6,182",29,15,0,0,0
2025/5/2,823,マイジャグラーV,100,"7,018",29,18,0,0,0
2025/5/2,791,アイムジャグラーEX,600,"5,548",25,10,0,0,0
2025/5/2,792,アイムジャグラーEX,-400,"6,109",21,18,0,0,0
2025/5/2,793,アイムジャグラーEX,"-1,000","3,721",12,4,0,0,0
2025/5/2,794,アイムジャグラーEX,-800,"4,005",13,7,0,0,0
2025/5/2,795,アイムジャグラーEX,-200,"6,623",25,21,0,0,0
2025/5/2,796,アイムジャグラーEX,"-1,300","5,153",14,12,0,0,0
2025/5/2,797,アイムジャグラーEX,600,"4,342",22,6,0,0,0
2025/5/2,824,アイムジャグラーEX,-100,"4,869",19,11,0,0,0
2025/5/2,825,アイムジャグラーEX,-400,"3,030",11,5,0,0,0
2025/5/2,826,アイムジャグラーEX,0,"8,525",34,20,0,0,0
2025/5/2,827,アイムジャグラーEX,500,"4,211",20,5,0,0,0
2025/5/2,828,アイムジャグラーEX,"-1,400","4,648",11,14,0,0,0
2025/5/2,829,アイムジャグラーEX,200,"5,402",22,10,0,0,0
2025/5/2,830,アイムジャグラーEX,"-1,100","3,907",12,4,0,0,0
2025/5/2,745,ゴーゴージャグラー3,-100,"4,999",21,14,0,0,0
2025/5/2,746,ゴーゴージャグラー3,-300,"6,360",24,21,0,0,0
2025/5/2,747,ゴーゴージャグラー3,"-1,100","2,298",6,3,0,0,0
2025/5/2,748,ゴーゴージャグラー3,0,"6,847",25,29,0,0,0
2025/5/2,749,ゴーゴージャグラー3,-600,"4,322",16,9,0,0,0
2025/5/2,750,ゴーゴージャグラー3,-300,"7,129",24,31,0,0,0
2025/5/2,771,ゴーゴージャグラー3,-800,"5,077",18,13,0,0,0
2025/5/2,772,ゴーゴージャグラー3,-200,"4,322",16,13,0,0,0
2025/5/2,773,ゴーゴージャグラー3,-600,"3,547",14,6,0,0,0
2025/5/2,774,ゴーゴージャグラー3,"-1,600","2,653",6,5,0,0,0
2025/5/2,775,ゴーゴージャグラー3,-900,"2,626",9,4,0,0,0
2025/5/2,776,ゴーゴージャグラー3,"-1,200","2,122",5,3,0,0,0
2025/5/2,735,ファンキージャグラー,"-1,700","2,709",3,6,0,0,0
2025/5/2,736,ファンキージャグラー,200,"2,878",12,8,0,0,0
2025/5/2,737,ファンキージャグラー,100,"3,707",16,6,0,0,0
2025/5/2,738,ファンキージャグラー,"-1,300","1,703",2,2,0,0,0
2025/5/2,739,ファンキージャグラー,"1,000","6,404",28,19,0,0,0
2025/5/2,740,ファンキージャグラー,500,"4,413",20,10,0,0,0
2025/5/2,741,ファンキージャグラー,-600,"1,165",3,1,0,0,0
2025/5/2,742,ファンキージャグラー,"-1,200","4,659",13,12,0,0,0
2025/5/2,743,ファンキージャグラー,600,"1,930",10,4,0,0,0
2025/5/2,744,ファンキージャグラー,-500,"2,344",8,4,0,0,0
2025/5/2,781,ジャグラーガールズ,-900,"4,765",17,11,0,0,0
2025/5/2,782,ジャグラーガールズ,0,"2,979",13,3,0,0,0
2025/5/2,783,ジャグラーガールズ,"1,300","6,959",34,18,0,0,0
2025/5/2,784,ジャグラーガールズ,-800,"2,535",7,3,0,0,0
2025/5/2,785,ジャグラーガールズ,"-1,100","4,009",12,11,0,0,0
2025/5/2,786,ジャグラーガールズ,0,"3,826",17,6,0,0,0
2025/5/2,787,ウルトラミラクルジャグラー,-800,"4,345",13,10,0,0,0
2025/5/2,788,ウルトラミラクルジャグラー,-500,"5,790",23,9,0,0,0
2025/5/2,789,ウルトラミラクルジャグラー,800,"5,733",26,13,0,0,0
2025/5/2,790,ウルトラミラクルジャグラー,"-1,200","4,487",10,17,0,0,0
2025/5/2,777,ミスタージャグラー,-400,"4,059",13,12,0,0,0
2025/5/2,778,ミスタージャグラー,200,"7,243",29,22,0,0,0
2025/5/2,779,ミスタージャグラー,200,"4,796",20,10,0,0,0
2025/5/2,780,ミスタージャグラー,-800,"5,449",16,15,0,0,0
2025/5/3,798,マイジャグラーV,-900,"6,358",21,15,0,0,0
2025/5/3,799,マイジャグラーV,-800,"5,091",16,15,0,0,0
2025/5/3,800,マイジャグラーV,"-1,800","3,950",11,3,0,0,0
2025/5/3,801,マイジャグラーV,-400,"5,987",21,17,0,0,0
2025/5/3,802,マイジャグラーV,-500,"6,379",25,16,0,0,0
2025/5/3,803,マイジャグラーV,"-1,300","7,158",24,17,0,0,0
2025/5/3,804,マイジャグラーV,200,"7,053",30,15,0,0,0
2025/5/3,805,マイジャグラーV,"-1,300","5,466",16,12,0,0,0
2025/5/3,806,マイジャグラーV,"1,700","6,337",35,12,0,0,0
2025/5/3,807,マイジャグラーV,"1,100","5,815",25,17,0,0,0
2025/5/3,808,マイジャグラーV,"-1,300","6,042",19,15,0,0,0
2025/5/3,809,マイジャグラーV,-400,"6,469",25,12,0,0,0
2025/5/3,810,マイジャグラーV,"-2,100","6,687",19,14,0,0,0
2025/5/3,811,マイジャグラーV,"-1,100","6,163",19,16,0,0,0
2025/5/3,812,マイジャグラーV,-900,"4,613",18,5,0,0,0
2025/5/3,813,マイジャグラーV,-800,"3,372",12,3,0,0,0
2025/5/3,814,マイジャグラーV,"1,500","5,344",27,11,0,0,0
2025/5/3,815,マイジャグラーV,-300,"3,286",12,6,0,0,0
2025/5/3,816,マイジャグラーV,"-1,700","4,205",11,7,0,0,0
2025/5/3,817,マイジャグラーV,"-1,200","4,560",13,10,0,0,0
2025/5/3,818,マイジャグラーV,200,"6,045",23,19,0,0,0
2025/5/3,819,マイジャグラーV,900,"7,283",30,23,0,0,0
2025/5/3,820,マイジャグラーV,"-1,200","6,794",19,23,0,0,0
2025/5/3,821,マイジャグラーV,"-1,400","3,664",9,8,0,0,0
2025/5/3,822,マイジャグラーV,-600,"5,005",17,14,0,0,0
2025/5/3,823,マイジャグラーV,-700,"3,436",12,5,0,0,0
2025/5/3,791,アイムジャグラーEX,"-1,500","5,465",15,13,0,0,0
2025/5/3,792,アイムジャグラーEX,-900,"3,055",9,5,0,0,0
2025/5/3,793,アイムジャグラーEX,"1,100","5,706",26,14,0,0,0
2025/5/3,794,アイムジャグラーEX,-400,"6,076",23,12,0,0,0
2025/5/3,795,アイムジャグラーEX,-100,"4,510",17,10,0,0,0
2025/5/3,796,アイムジャグラーEX,-600,"4,102",14,10,0,0,0
2025/5/3,797,アイムジャグラーEX,"-2,500","5,280",12,9,0,0,0
2025/5/3,824,アイムジャグラーEX,"-1,700","3,908",10,9,0,0,0
2025/5/3,825,アイムジャグラーEX,"-1,400","3,106",8,4,0,0,0
2025/5/3,826,アイムジャグラーEX,-800,"4,855",14,15,0,0,0
2025/5/3,827,アイムジャグラーEX,-400,"5,263",18,11,0,0,0
2025/5/3,828,アイムジャグラーEX,-800,"6,419",21,15,0,0,0
2025/5/3,829,アイムジャグラーEX,300,"4,704",20,10,0,0,0
2025/5/3,830,アイムジャグラーEX,"-1,200","4,186",13,6,0,0,0
2025/5/3,745,ゴーゴージャグラー3,"-1,300","4,511",12,18,0,0,0
2025/5/3,746,ゴーゴージャグラー3,"-1,300","2,428",7,1,0,0,0
2025/5/3,747,ゴーゴージャグラー3,0,"6,333",25,18,0,0,0
2025/5/3,748,ゴーゴージャグラー3,"-2,300","6,793",13,28,0,0,0
2025/5/3,749,ゴーゴージャグラー3,"1,800","8,093",43,21,0,0,0
2025/5/3,750,ゴーゴージャグラー3,"-2,200","7,246",21,18,0,0,0
2025/5/3,771,ゴーゴージャグラー3,800,"7,021",30,22,0,0,0
2025/5/3,772,ゴーゴージャグラー3,-500,"3,209",14,4,0,0,0
2025/5/3,773,ゴーゴージャグラー3,100,"6,741",27,22,0,0,0
2025/5/3,774,ゴーゴージャグラー3,600,"6,703",28,22,0,0,0
2025/5/3,775,ゴーゴージャグラー3,300,"4,994",20,16,0,0,0
2025/5/3,776,ゴーゴージャグラー3,"-1,900","3,370",7,8,0,0,0
2025/5/3,735,ファンキージャグラー,0,"6,161",26,13,0,0,0
2025/5/3,736,ファンキージャグラー,-800,"3,771",12,10,0,0,0
2025/5/3,737,ファンキージャグラー,-900,"6,500",22,16,0,0,0
2025/5/3,738,ファンキージャグラー,200,"2,616",12,5,0,0,0
2025/5/3,739,ファンキージャグラー,"-1,400","1,823",1,3,0,0,0
2025/5/3,740,ファンキージャグラー,500,"5,223",22,14,0,0,0
2025/5/3,741,ファンキージャグラー,-900,"2,012",6,1,0,0,0
2025/5/3,742,ファンキージャグラー,"2,400","6,190",34,15,0,0,0
2025/5/3,743,ファンキージャグラー,"-1,000","3,609",8,11,0,0,0
2025/5/3,744,ファンキージャグラー,"-1,700","2,646",4,3,0,0,0
2025/5/3,781,ジャグラーガールズ,800,"7,008",28,25,0,0,0
2025/5/3,782,ジャグラーガールズ,-700,"2,788",8,6,0,0,0
2025/5/3,783,ジャグラーガールズ,-700,"5,458",19,17,0,0,0
2025/5/3,784,ジャグラーガールズ,-600,"2,524",8,6,0,0,0
2025/5/3,785,ジャグラーガールズ,-200,"2,945",12,5,0,0,0
2025/5/3,786,ジャグラーガールズ,-700,"2,164",5,6,0,0,0
2025/5/3,787,ウルトラミラクルジャグラー,"1,600","6,326",30,17,0,0,0
2025/5/3,788,ウルトラミラクルジャグラー,200,"5,818",23,15,0,0,0
2025/5/3,789,ウルトラミラクルジャグラー,"-1,100","2,631",6,5,0,0,0
2025/5/3,790,ウルトラミラクルジャグラー,-300,"5,838",23,10,0,0,0
2025/5/3,777,ミスタージャグラー,-500,"3,822",13,10,0,0,0
2025/5/3,778,ミスタージャグラー,900,"6,419",26,24,0,0,0
2025/5/3,779,ミスタージャグラー,-500,"4,449",16,11,0,0,0
2025/5/3,780,ミスタージャグラー,"-1,100","2,804",9,3,0,0,0
2025/5/4,798,マイジャグラーV,"-1,000","4,323",13,9,0,0,0
2025/5/4,799,マイジャグラーV,-700,"2,925",9,7,0,0,0
2025/5/4,800,マイジャグラーV,500,"7,090",27,26,0,0,0
2025/5/4,801,マイジャグラーV,-200,"3,588",14,9,0,0,0
2025/5/4,802,マイジャグラーV,"1,100","4,633",22,9,0,0,0
2025/5/4,803,マイジャグラーV,"-1,200","3,786",11,10,0,0,0
